insert into ordenes values('CA-2016-152156', '42682', '42685', 'Second Class', 'CG-12520', '42420', 'South'),
('US-2015-120502', '42107', '42113', 'Standard Class', 'BT-11395', '90036', 'West'),
('CA-2017-108749', '42990', '42993', 'First Class', 'DJ-13510', '2895', 'East'),
('CA-2017-108749', '42990', '42993', 'First Class', 'DJ-13510', '2895', 'East'),
('CA-2017-163335', '43002', '43005', 'First Class', 'AG-10675', '31907', 'South'),
('CA-2017-163335', '43002', '43005', 'First Class', 'AG-10675', '31907', 'South'),
('CA-2015-134719', '42287', '42292', 'Standard Class', 'JD-15790', '32216', 'South'),
('US-2015-154389', '42335', '42341', 'Standard Class', 'EH-14125', '19140', 'East'),
('CA-2015-115567', '42260', '42265', 'Standard Class', 'ZC-21910', '47201', 'Central'),
('CA-2015-115567', '42260', '42265', 'Standard Class', 'ZC-21910', '47201', 'Central'),
('US-2017-136679', '43053', '43057', 'Standard Class', 'XP-21865', '77506', 'Central'),
('US-2017-136679', '43053', '43057', 'Standard Class', 'XP-21865', '77506', 'Central'),
('US-2017-141943', '42860', '42864', 'Standard Class', 'DK-12985', '94122', 'West'),
('CA-2014-101560', '41971', '41974', 'Second Class', 'CS-12250', '29203', 'South'),
('CA-2014-101560', '41971', '41974', 'Second Class', 'CS-12250', '29203', 'South'),
('CA-2014-101560', '41971', '41974', 'Second Class', 'CS-12250', '29203', 'South'),
('CA-2014-101560', '41971', '41974', 'Second Class', 'CS-12250', '29203', 'South'),
('CA-2014-159709', '41769', '41774', 'Standard Class', 'AI-10855', '98031', 'West'),
('CA-2014-159709', '41769', '41774', 'Standard Class', 'AI-10855', '98031', 'West'),
('CA-2016-103982', '42432', '42437', 'Standard Class', 'AA-10315', '78664', 'Central'),
('CA-2016-103982', '42432', '42437', 'Standard Class', 'AA-10315', '78664', 'Central'),
('CA-2016-103982', '42432', '42437', 'Standard Class', 'AA-10315', '78664', 'Central'),
('CA-2016-103982', '42432', '42437', 'Standard Class', 'AA-10315', '78664', 'Central'),
('CA-2015-142454', '42231', '42235', 'Standard Class', 'RE-19450', '94601', 'West'),
('CA-2015-142454', '42231', '42235', 'Standard Class', 'RE-19450', '94601', 'West'),
('CA-2015-102015', '42259', '42265', 'Standard Class', 'TM-21010', '13021', 'East'),
('CA-2015-102015', '42259', '42265', 'Standard Class', 'TM-21010', '13021', 'East'),
('CA-2015-102015', '42259', '42265', 'Standard Class', 'TM-21010', '13021', 'East'),
('CA-2015-102015', '42259', '42265', 'Standard Class', 'TM-21010', '13021', 'East'),
('CA-2015-102015', '42259', '42265', 'Standard Class', 'TM-21010', '13021', 'East'),
('CA-2015-102015', '42259', '42265', 'Standard Class', 'TM-21010', '13021', 'East'),
('CA-2015-156755', '42016', '42022', 'Standard Class', 'YS-21880', '19711', 'East'),
('CA-2015-130876', '42136', '42140', 'Second Class', 'AZ-10750', '10024', 'East'),
('CA-2016-145898', '42639', '42639', 'Same Day', 'CM-12445', '92374', 'West'),
('CA-2016-145898', '42639', '42639', 'Same Day', 'CM-12445', '92374', 'West'),
('CA-2016-145898', '42639', '42639', 'Same Day', 'CM-12445', '92374', 'West'),
('CA-2016-145898', '42639', '42639', 'Same Day', 'CM-12445', '92374', 'West'),
('US-2017-159562', '42987', '42993', 'Standard Class', 'JB-16000', '48066', 'Central'),
('CA-2017-134635', '42840', '42842', 'Second Class', 'NS-18640', '90049', 'West'),
('CA-2017-167080', '42896', '42900', 'Standard Class', 'LC-16930', '10011', 'East'),
('CA-2017-145653', '42979', '42979', 'Same Day', 'CA-12775', '48205', 'Central'),
('CA-2014-140487', '41804', '41810', 'Standard Class', 'SR-20425', '48234', 'Central'),
('CA-2017-117401', '42873', '42877', 'Second Class', 'PP-18955', '65807', 'Central'),
('CA-2017-117401', '42873', '42877', 'Second Class', 'PP-18955', '65807', 'Central'),
('CA-2017-117401', '42873', '42877', 'Second Class', 'PP-18955', '65807', 'Central'),
('US-2017-109582', '42990', '42995', 'Second Class', 'JM-15865', '90036', 'West'),
('CA-2016-119865', '42542', '42547', 'Standard Class', 'AS-10090', '10011', 'East'),
('CA-2016-119865', '42542', '42547', 'Standard Class', 'AS-10090', '10011', 'East'),
('CA-2016-119865', '42542', '42547', 'Standard Class', 'AS-10090', '10011', 'East'),
('US-2014-147648', '41969', '41974', 'Standard Class', 'LS-16975', '94109', 'West'),
('CA-2017-124436', '42813', '42816', 'Second Class', 'SA-20830', '93727', 'West'),
('CA-2017-124436', '42813', '42816', 'Second Class', 'SA-20830', '93727', 'West'),
('CA-2017-124436', '42813', '42816', 'Second Class', 'SA-20830', '93727', 'West'),
('CA-2017-124436', '42813', '42816', 'Second Class', 'SA-20830', '93727', 'West'),
('CA-2014-115084', '41930', '41934', 'Standard Class', 'LS-17200', '71854', 'South'),
('CA-2017-131037', '42969', '42970', 'First Class', 'TM-21490', '94110', 'West'),
('CA-2016-111143', '42693', '42696', 'First Class', 'TT-21265', '46203', 'Central'),
('CA-2014-166744', '41902', '41906', 'Standard Class', 'DN-13690', '21044', 'East'),
('CA-2014-166744', '41902', '41906', 'Standard Class', 'DN-13690', '21044', 'East'),
('CA-2014-166744', '41902', '41906', 'Standard Class', 'DN-13690', '21044', 'East'),
('CA-2016-116561', '42624', '42630', 'Standard Class', 'EB-14110', '95123', 'West'),
('CA-2016-116561', '42624', '42630', 'Standard Class', 'EB-14110', '95123', 'West'),
('CA-2016-110730', '42636', '42639', 'Second Class', 'CM-11815', '98115', 'West'),
('CA-2017-146367', '42951', '42955', 'Standard Class', 'HM-14860', '75007', 'Central'),
('CA-2016-149454', '42576', '42577', 'First Class', 'KM-16375', '22204', 'South'),
('CA-2016-156265', '42584', '42586', 'Second Class', 'BF-11020', '90032', 'West'),
('CA-2016-156265', '42584', '42586', 'Second Class', 'BF-11020', '90032', 'West'),
('CA-2016-156265', '42584', '42586', 'Second Class', 'BF-11020', '90032', 'West'),
('US-2015-168914', '42145', '42151', 'Standard Class', 'JE-15745', '60423', 'Central'),
('US-2017-110989', '43042', '43044', 'Second Class', 'EJ-14155', '98105', 'West'),
('CA-2015-106215', '42110', '42115', 'Standard Class', 'BN-11470', '19143', 'East'),
('US-2016-169369', '42716', '42722', 'Standard Class', 'EC-14050', '31907', 'South'),
('US-2016-169369', '42716', '42722', 'Standard Class', 'EC-14050', '31907', 'South'),
('CA-2015-132318', '42307', '42310', 'First Class', 'TT-21220', '23464', 'South'),
('US-2014-131982', '41705', '41709', 'Second Class', 'NP-18685', '98198', 'West'),
('CA-2015-125185', '42068', '42070', 'Second Class', 'AH-10195', '18018', 'East'),
('CA-2015-125185', '42068', '42070', 'Second Class', 'AH-10195', '18018', 'East'),
('CA-2016-130078', '42590', '42596', 'Standard Class', 'CC-12145', '73120', 'Central'),
('US-2017-114034', '42738', '42743', 'Standard Class', 'DL-13315', '91730', 'West'),
('US-2017-115595', '43017', '43019', 'First Class', 'XP-21865', '90032', 'West'),
('CA-2017-158722', '43028', '43034', 'Standard Class', 'MA-17560', '19120', 'East'),
('CA-2014-105165', '41889', '41892', 'First Class', 'SZ-20035', '77036', 'Central'),
('CA-2014-105165', '41889', '41892', 'First Class', 'SZ-20035', '77036', 'Central'),
('CA-2014-105165', '41889', '41892', 'First Class', 'SZ-20035', '77036', 'Central'),
('CA-2014-105165', '41889', '41892', 'First Class', 'SZ-20035', '77036', 'Central'),
('CA-2014-105165', '41889', '41892', 'First Class', 'SZ-20035', '77036', 'Central'),
('CA-2017-147452', '43008', '43011', 'First Class', 'CS-11845', '98103', 'West'),
('CA-2017-147452', '43008', '43011', 'First Class', 'CS-11845', '98103', 'West'),
('CA-2017-147452', '43008', '43011', 'First Class', 'CS-11845', '98103', 'West'),
('US-2017-114657', '43055', '43060', 'Standard Class', 'MH-18115', '10701', 'East'),
('CA-2017-144484', '42989', '42989', 'Same Day', 'CB-12025', '94110', 'West'),
('CA-2017-144484', '42989', '42989', 'Same Day', 'CB-12025', '94110', 'West'),
('CA-2017-125913', '42751', '42751', 'Same Day', 'JO-15145', '90008', 'West'),
('CA-2017-125913', '42751', '42751', 'Same Day', 'JO-15145', '90008', 'West'),
('US-2016-158309', '42700', '42703', 'First Class', 'PA-19060', '33142', 'South'),
('CA-2015-162887', '42315', '42317', 'Second Class', 'SV-20785', '5408', 'East'),
('CA-2017-147333', '43083', '43089', 'Standard Class', 'KL-16555', '72701', 'South'),
('CA-2017-147333', '43083', '43089', 'Standard Class', 'KL-16555', '72701', 'South'),
('CA-2014-113859', '41895', '41899', 'Standard Class', 'BC-11125', '79762', 'Central'),
('CA-2014-159681', '41980', '41986', 'Standard Class', 'PO-18850', '23464', 'South'),
('US-2017-104094', '42985', '42989', 'Standard Class', 'AG-10675', '53209', 'Central'),
('CA-2017-152709', '43015', '43020', 'Standard Class', 'DB-13210', '48234', 'Central'),
('CA-2015-105158', '42252', '42257', 'Standard Class', 'SP-20860', '55901', 'Central'),
('CA-2015-105158', '42252', '42257', 'Standard Class', 'SP-20860', '55901', 'Central'),
('CA-2014-133424', '41728', '41733', 'Standard Class', 'Dl-13600', '98105', 'West'),
('CA-2014-133424', '41728', '41733', 'Standard Class', 'Dl-13600', '98105', 'West'),
('CA-2017-105991', '42860', '42861', 'First Class', 'LH-17020', '80027', 'West'),
('CA-2017-105991', '42860', '42861', 'First Class', 'LH-17020', '80027', 'West'),
('CA-2017-105991', '42860', '42861', 'First Class', 'LH-17020', '80027', 'West'),
('US-2017-136784', '42855', '42860', 'Standard Class', 'AD-10180', '94122', 'West'),
('CA-2014-146283', '41890', '41897', 'Standard Class', 'KT-16465', '77036', 'Central'),
('CA-2014-146283', '41890', '41897', 'Standard Class', 'KT-16465', '77036', 'Central'),
('CA-2014-146283', '41890', '41897', 'Standard Class', 'KT-16465', '77036', 'Central'),
('CA-2017-151218', '42906', '42909', 'First Class', 'PJ-19015', '33180', 'South'),
('CA-2015-111073', '42364', '42368', 'Standard Class', 'MC-18100', '44256', 'East'),
('CA-2017-144883', '42962', '42966', 'Standard Class', 'BO-11350', '55113', 'Central'),
('CA-2017-142174', '42798', '42803', 'Standard Class', 'DP-13000', '77041', 'Central'),
('CA-2017-108791', '42943', '42947', 'Standard Class', 'TM-21490', '10701', 'East'),
('CA-2017-108791', '42943', '42947', 'Standard Class', 'TM-21490', '10701', 'East'),
('CA-2016-106656', '42636', '42639', 'First Class', 'DV-13045', '92037', 'West'),
('CA-2016-106656', '42636', '42639', 'First Class', 'DV-13045', '92037', 'West'),
('CA-2016-113831', '42520', '42524', 'Standard Class', 'AH-10690', '22153', 'South'),
('CA-2016-113831', '42520', '42524', 'Standard Class', 'AH-10690', '22153', 'South'),
('CA-2016-113831', '42520', '42524', 'Standard Class', 'AH-10690', '22153', 'South'),
('US-2014-139500', '41959', '41963', 'Standard Class', 'AB-10165', '62521', 'Central'),
('US-2014-166310', '41903', '41905', 'First Class', 'JS-15940', '75043', 'Central'),
('US-2016-168410', '42421', '42426', 'Standard Class', 'BV-11245', '11572', 'East'),
('US-2016-168410', '42421', '42426', 'Standard Class', 'BV-11245', '11572', 'East'),
('US-2016-168410', '42421', '42426', 'Standard Class', 'BV-11245', '11572', 'East'),
('CA-2017-131254', '43058', '43060', 'First Class', 'NC-18415', '77095', 'Central'),
('CA-2017-131254', '43058', '43060', 'First Class', 'NC-18415', '77095', 'Central'),
('CA-2017-131254', '43058', '43060', 'First Class', 'NC-18415', '77095', 'Central'),
('CA-2016-123414', '42603', '42609', 'Standard Class', 'SU-20665', '27834', 'South'),
('CA-2016-123414', '42603', '42609', 'Standard Class', 'SU-20665', '27834', 'South'),
('CA-2017-137876', '42855', '42860', 'Standard Class', 'DJ-13510', '94110', 'West'),
('CA-2017-137876', '42855', '42860', 'Standard Class', 'DJ-13510', '94110', 'West'),
('CA-2016-154060', '42492', '42498', 'Standard Class', 'DL-12865', '27405', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('US-2017-162558', '43010', '43013', 'First Class', 'Dp-13240', '37918', 'South'),
('CA-2017-134439', '42996', '43001', 'Second Class', 'TM-21010', '68801', 'Central'),
('CA-2015-119508', '42342', '42347', 'Standard Class', 'TZ-21580', '90712', 'West'),
('CA-2015-119508', '42342', '42347', 'Standard Class', 'TZ-21580', '90712', 'West'),
('CA-2015-152681', '42021', '42026', 'Standard Class', 'SC-20260', '1841', 'East'),
('CA-2014-130813', '41645', '41647', 'Second Class', 'LS-17230', '90049', 'West'),
('CA-2015-120320', '42068', '42072', 'Standard Class', 'MV-18190', '77036', 'Central'),
('CA-2016-111941', '42729', '42732', 'Second Class', 'BD-11620', '10035', 'East'),
('CA-2016-123120', '42617', '42621', 'Standard Class', 'CV-12295', '10011', 'East'),
('CA-2016-123120', '42617', '42621', 'Standard Class', 'CV-12295', '10011', 'East'),
('CA-2016-123120', '42617', '42621', 'Standard Class', 'CV-12295', '10011', 'East'),
('CA-2014-103331', '41877', '41883', 'Standard Class', 'KB-16315', '19711', 'East'),
('CA-2014-103331', '41877', '41883', 'Standard Class', 'KB-16315', '19711', 'East'),
('CA-2014-103331', '41877', '41883', 'Standard Class', 'KB-16315', '19711', 'East'),
('CA-2015-169278', '42145', '42149', 'Standard Class', 'ME-18010', '98105', 'West'),
('CA-2017-111577', '43024', '43029', 'Standard Class', 'AJ-10780', '85254', 'West'),
('CA-2015-146486', '42317', '42322', 'Second Class', 'DV-13465', '11572', 'East'),
('CA-2015-146486', '42317', '42322', 'Second Class', 'DV-13465', '11572', 'East'),
('CA-2015-146486', '42317', '42322', 'Second Class', 'DV-13465', '11572', 'East'),
('CA-2015-146486', '42317', '42322', 'Second Class', 'DV-13465', '11572', 'East'),
('US-2014-168501', '41964', '41970', 'Standard Class', 'JK-15325', '75220', 'Central'),
('US-2014-168501', '41964', '41970', 'Standard Class', 'JK-15325', '75220', 'Central'),
('CA-2015-112053', '42288', '42290', 'Second Class', 'SH-20395', '14609', 'East'),
('CA-2017-108539', '42815', '42817', 'Second Class', 'SC-20725', '90045', 'West'),
('CA-2017-108539', '42815', '42817', 'Second Class', 'SC-20725', '90045', 'West'),
('CA-2017-108539', '42815', '42817', 'Second Class', 'SC-20725', '90045', 'West'),
('CA-2015-149811', '42008', '42014', 'Standard Class', 'CS-12250', '55125', 'Central'),
('CA-2015-149811', '42008', '42014', 'Standard Class', 'CS-12250', '55125', 'Central'),
('US-2017-103814', '43078', '43085', 'Standard Class', 'LH-16900', '60068', 'Central'),
('CA-2016-123932', '42619', '42625', 'Standard Class', 'YC-21895', '75217', 'Central'),
('CA-2016-123932', '42619', '42625', 'Standard Class', 'YC-21895', '75217', 'Central'),
('US-2016-101616', '42616', '42619', 'First Class', 'CY-12745', '71203', 'South'),
('CA-2014-113768', '41772', '41778', 'Standard Class', 'AH-10030', '90004', 'West'),
('CA-2014-113768', '41772', '41778', 'Standard Class', 'AH-10030', '90004', 'West'),
('CA-2016-138037', '42642', '42646', 'Standard Class', 'AR-10540', '94109', 'West'),
('CA-2014-150490', '41856', '41862', 'Standard Class', 'SS-20590', '94122', 'West'),
('CA-2014-150490', '41856', '41862', 'Standard Class', 'SS-20590', '94122', 'West'),
('CA-2014-150490', '41856', '41862', 'Standard Class', 'SS-20590', '94122', 'West'),
('US-2017-126060', '42839', '42843', 'Standard Class', 'DW-13585', '28314', 'South'),
('CA-2017-100951', '42895', '42896', 'First Class', 'NC-18625', '75217', 'Central'),
('CA-2016-122017', '42733', '42737', 'Standard Class', 'CD-11920', '67212', 'Central'),
('CA-2016-122017', '42733', '42737', 'Standard Class', 'CD-11920', '67212', 'Central'),
('CA-2014-123477', '41657', '41660', 'Second Class', 'DW-13195', '97477', 'West'),
('CA-2016-107790', '42694', '42698', 'Standard Class', 'EH-13990', '77041', 'Central'),
('CA-2017-158071', '42896', '42901', 'Standard Class', 'BD-11320', '98103', 'West'),
('CA-2017-158071', '42896', '42901', 'Standard Class', 'BD-11320', '98103', 'West'),
('CA-2017-158071', '42896', '42901', 'Standard Class', 'BD-11320', '98103', 'West'),
('CA-2017-147403', '42988', '42991', 'First Class', 'KH-16630', '44312', 'East'),
('US-2017-136721', '42833', '42837', 'Standard Class', 'NH-18610', '48237', 'Central'),
('US-2017-136721', '42833', '42837', 'Standard Class', 'NH-18610', '48237', 'Central'),
('CA-2015-118738', '42301', '42307', 'Standard Class', 'AG-10495', '77041', 'Central'),
('CA-2015-118738', '42301', '42307', 'Standard Class', 'AG-10495', '77041', 'Central'),
('CA-2015-118738', '42301', '42307', 'Standard Class', 'AG-10495', '77041', 'Central'),
('CA-2017-134152', '42882', '42886', 'Standard Class', 'RP-19855', '98103', 'West'),
('CA-2017-134152', '42882', '42886', 'Standard Class', 'RP-19855', '98103', 'West'),
('CA-2014-125542', '41978', '41980', 'First Class', 'NB-18655', '19134', 'East'),
('CA-2014-125542', '41978', '41980', 'First Class', 'NB-18655', '19134', 'East'),
('CA-2016-136021', '42596', '42600', 'Standard Class', 'JM-15580', '90045', 'West'),
('CA-2016-136021', '42596', '42600', 'Standard Class', 'JM-15580', '90045', 'West'),
('CA-2016-149195', '42618', '42620', 'Second Class', 'DM-13525', '77070', 'Central'),
('CA-2016-149195', '42618', '42620', 'Second Class', 'DM-13525', '77070', 'Central'),
('CA-2016-149195', '42618', '42620', 'Second Class', 'DM-13525', '77070', 'Central'),
('CA-2017-161410', '42912', '42919', 'Standard Class', 'CC-12220', '19143', 'East'),
('CA-2017-161410', '42912', '42919', 'Standard Class', 'CC-12220', '19143', 'East'),
('CA-2017-152786', '42806', '42811', 'Standard Class', 'GA-14725', '72756', 'South'),
('CA-2017-164707', '42784', '42787', 'Second Class', 'CV-12805', '90045', 'West'),
('CA-2017-164707', '42784', '42787', 'Second Class', 'CV-12805', '90045', 'West'),
('CA-2017-164707', '42784', '42787', 'Second Class', 'CV-12805', '90045', 'West'),
('CA-2017-163874', '43049', '43051', 'Second Class', 'NC-18535', '98105', 'West'),
('US-2014-123183', '41962', '41968', 'Standard Class', 'GR-14560', '19805', 'East'),
('US-2014-123183', '41962', '41968', 'Standard Class', 'GR-14560', '19805', 'East'),
('US-2014-123183', '41962', '41968', 'Standard Class', 'GR-14560', '19805', 'East'),
('US-2014-123183', '41962', '41968', 'Standard Class', 'GR-14560', '19805', 'East'),
('CA-2014-104829', '41961', '41964', 'Second Class', 'JG-15805', '84604', 'West'),
('US-2016-147340', '42637', '42637', 'Same Day', 'EB-13750', '94110', 'West'),
('CA-2016-145492', '42694', '42701', 'Standard Class', 'MC-17605', '90004', 'West'),
('CA-2016-163202', '42640', '42645', 'Standard Class', 'BM-11650', '43130', 'East'),
('CA-2016-117681', '42469', '42474', 'Standard Class', 'HF-14995', '90004', 'West'),
('CA-2017-132262', '42999', '43001', 'First Class', 'ML-18265', '98103', 'West'),
('CA-2017-132262', '42999', '43001', 'First Class', 'ML-18265', '98103', 'West'),
('CA-2017-123043', '42971', '42976', 'Standard Class', 'AH-10195', '10024', 'East'),
('CA-2017-123043', '42971', '42976', 'Standard Class', 'AH-10195', '10024', 'East'),
('US-2016-143280', '42422', '42426', 'Standard Class', 'TZ-21580', '90045', 'West'),
('US-2016-143280', '42422', '42426', 'Standard Class', 'TZ-21580', '90045', 'West'),
('US-2016-143280', '42422', '42426', 'Standard Class', 'TZ-21580', '90045', 'West'),
('CA-2017-108854', '43077', '43083', 'Standard Class', 'DM-13345', '94109', 'West'),
('CA-2017-108854', '43077', '43083', 'Standard Class', 'DM-13345', '94109', 'West'),
('CA-2017-108854', '43077', '43083', 'Standard Class', 'DM-13345', '94109', 'West'),
('CA-2017-108854', '43077', '43083', 'Standard Class', 'DM-13345', '94109', 'West'),
('CA-2017-166856', '42996', '43000', 'Standard Class', 'TS-21505', '88101', 'West'),
('CA-2017-166856', '42996', '43000', 'Standard Class', 'TS-21505', '88101', 'West'),
('CA-2016-153157', '42624', '42627', 'First Class', 'TB-21625', '67212', 'Central'),
('US-2017-125647', '43001', '43006', 'Standard Class', 'LC-16870', '60653', 'Central'),
('US-2017-125647', '43001', '43006', 'Standard Class', 'LC-16870', '60653', 'Central'),
('US-2017-125647', '43001', '43006', 'Standard Class', 'LC-16870', '60653', 'Central'),
('CA-2014-132542', '41918', '41920', 'Second Class', 'AM-10360', '68104', 'Central'),
('CA-2015-110877', '42300', '42303', 'First Class', 'JE-15715', '77041', 'Central'),
('CA-2015-110877', '42300', '42303', 'First Class', 'JE-15715', '77041', 'Central'),
('US-2016-151827', '42460', '42462', 'Second Class', 'CS-11950', '19134', 'East'),
('US-2016-151827', '42460', '42462', 'Second Class', 'CS-11950', '19134', 'East'),
('US-2016-163258', '42733', '42737', 'Standard Class', 'PF-19225', '90045', 'West'),
('CA-2017-103009', '43042', '43044', 'Second Class', 'PJ-18835', '40475', 'South'),
('US-2017-120649', '42755', '42761', 'Standard Class', 'JF-15490', '6708', 'East'),
('CA-2016-153598', '42707', '42710', 'First Class', 'NM-18520', '90045', 'West'),
('CA-2016-153598', '42707', '42710', 'First Class', 'NM-18520', '90045', 'West'),
('US-2016-108497', '42535', '42535', 'Same Day', 'MH-17290', '90036', 'West'),
('CA-2016-113096', '42615', '42617', 'First Class', 'SZ-20035', '94122', 'West'),
('CA-2014-136861', '41887', '41889', 'First Class', 'PR-18880', '33710', 'South'),
('CA-2017-117422', '43029', '43033', 'Standard Class', 'FC-14245', '44107', 'East'),
('CA-2017-117422', '43029', '43033', 'Standard Class', 'FC-14245', '44107', 'East'),
('CA-2017-117422', '43029', '43033', 'Standard Class', 'FC-14245', '44107', 'East'),
('CA-2017-129707', '42850', '42854', 'Standard Class', 'LH-16750', '85224', 'West'),
('CA-2015-160171', '42296', '42301', 'Standard Class', 'RM-19675', '90008', 'West'),
('CA-2015-160171', '42296', '42301', 'Standard Class', 'RM-19675', '90008', 'West'),
('CA-2014-103317', '41825', '41828', 'First Class', 'DM-13525', '32137', 'South'),
('CA-2014-103317', '41825', '41828', 'First Class', 'DM-13525', '32137', 'South'),
('CA-2014-103317', '41825', '41828', 'First Class', 'DM-13525', '32137', 'South'),
('CA-2016-167115', '42464', '42469', 'Standard Class', 'EH-14185', '10035', 'East'),
('US-2017-153633', '43052', '43057', 'Second Class', 'TC-21295', '33458', 'South'),
('CA-2017-155929', '42987', '42991', 'Standard Class', 'AI-10855', '85301', 'West'),
('CA-2015-148712', '42111', '42117', 'Standard Class', 'JM-15535', '10035', 'East'),
('CA-2015-148712', '42111', '42117', 'Standard Class', 'JM-15535', '10035', 'East'),
('CA-2015-148712', '42111', '42117', 'Standard Class', 'JM-15535', '10035', 'East'),
('CA-2016-128307', '42576', '42580', 'Standard Class', 'BE-11335', '77041', 'Central'),
('US-2016-127425', '42608', '42613', 'Standard Class', 'DR-12880', '10035', 'East'),
('US-2016-127425', '42608', '42613', 'Standard Class', 'DR-12880', '10035', 'East'),
('US-2014-119081', '41894', '41901', 'Standard Class', 'TA-21385', '66062', 'Central'),
('US-2014-119081', '41894', '41901', 'Standard Class', 'TA-21385', '66062', 'Central'),
('US-2014-119081', '41894', '41901', 'Standard Class', 'TA-21385', '66062', 'Central'),
('US-2014-119081', '41894', '41901', 'Standard Class', 'TA-21385', '66062', 'Central'),
('CA-2016-140613', '42573', '42580', 'Standard Class', 'KN-16705', '89431', 'West'),
('US-2017-108700', '42874', '42878', 'Standard Class', 'PJ-18835', '61107', 'Central'),
('CA-2017-160962', '42853', '42857', 'Standard Class', 'MC-17605', '19143', 'East'),
('CA-2017-160962', '42853', '42857', 'Standard Class', 'MC-17605', '19143', 'East'),
('CA-2017-130631', '43098', '43102', 'Standard Class', 'BS-11755', '98026', 'West'),
('CA-2017-130631', '43098', '43102', 'Standard Class', 'BS-11755', '98026', 'West'),
('CA-2017-116680', '42982', '42984', 'Second Class', 'PK-19075', '94122', 'West'),
('CA-2017-116680', '42982', '42984', 'Second Class', 'PK-19075', '94122', 'West'),
('US-2014-107405', '41719', '41723', 'Standard Class', 'TS-21205', '28806', 'South'),
('CA-2017-101574', '43006', '43012', 'Standard Class', 'BD-11725', '90032', 'West'),
('CA-2014-146591', '41658', '41659', 'First Class', 'TS-21340', '85254', 'West'),
('CA-2014-146591', '41658', '41659', 'First Class', 'TS-21340', '85254', 'West'),
('CA-2014-146591', '41658', '41659', 'First Class', 'TS-21340', '85254', 'West'),
('CA-2014-146591', '41658', '41659', 'First Class', 'TS-21340', '85254', 'West'),
('CA-2014-107706', '41684', '41689', 'Second Class', 'ST-20530', '77095', 'Central'),
('CA-2016-122448', '42530', '42535', 'Standard Class', 'DB-13210', '94109', 'West'),
('CA-2014-132451', '41908', '41909', 'First Class', 'KF-16285', '92105', 'West'),
('CA-2014-132451', '41908', '41909', 'First Class', 'KF-16285', '92105', 'West'),
('CA-2016-158547', '42520', '42525', 'Standard Class', 'JM-16195', '45011', 'East'),
('CA-2017-116946', '43088', '43092', 'Standard Class', 'TS-21505', '80134', 'West'),
('CA-2017-116946', '43088', '43092', 'Standard Class', 'TS-21505', '80134', 'West'),
('CA-2017-116946', '43088', '43092', 'Standard Class', 'TS-21505', '80134', 'West'),
('CA-2017-121741', '43095', '43095', 'Same Day', 'YC-21895', '68025', 'Central'),
('CA-2017-169691', '42901', '42904', 'First Class', 'Dp-13240', '55369', 'Central'),
('CA-2017-169691', '42901', '42904', 'First Class', 'Dp-13240', '55369', 'Central'),
('CA-2017-169691', '42901', '42904', 'First Class', 'Dp-13240', '55369', 'Central'),
('CA-2016-121356', '42694', '42698', 'Standard Class', 'SJ-20500', '19711', 'East'),
('CA-2014-101770', '41729', '41733', 'Standard Class', 'KB-16240', '33180', 'South'),
('CA-2017-105487', '43016', '43022', 'Standard Class', 'CS-12250', '92105', 'West'),
('CA-2017-105487', '43016', '43022', 'Standard Class', 'CS-12250', '92105', 'West'),
('CA-2017-105487', '43016', '43022', 'Standard Class', 'CS-12250', '92105', 'West'),
('CA-2017-105487', '43016', '43022', 'Standard Class', 'CS-12250', '92105', 'West'),
('CA-2017-148999', '42765', '42770', 'Standard Class', 'EB-13870', '33142', 'South'),
('CA-2014-107573', '41985', '41990', 'Standard Class', 'PB-19150', '33178', 'South'),
('CA-2015-156608', '42301', '42306', 'Standard Class', 'MT-18070', '78207', 'Central'),
('CA-2017-134495', '42826', '42829', 'Second Class', 'BF-11020', '32216', 'South'),
('CA-2017-134495', '42826', '42829', 'Second Class', 'BF-11020', '32216', 'South'),
('CA-2017-134495', '42826', '42829', 'Second Class', 'BF-11020', '32216', 'South'),
('CA-2017-134495', '42826', '42829', 'Second Class', 'BF-11020', '32216', 'South'),
('CA-2017-164098', '42761', '42762', 'First Class', 'CG-12520', '77070', 'Central'),
('CA-2014-105249', '41971', '41971', 'Same Day', 'DH-13675', '94122', 'West'),
('CA-2014-105249', '41971', '41971', 'Same Day', 'DH-13675', '94122', 'West'),
('CA-2014-105249', '41971', '41971', 'Same Day', 'DH-13675', '94122', 'West'),
('CA-2015-113523', '42251', '42255', 'Standard Class', 'SC-20440', '19140', 'East'),
('CA-2017-117821', '42898', '42902', 'Standard Class', 'HG-15025', '43302', 'East'),
('CA-2017-164378', '42931', '42934', 'Second Class', 'MM-18055', '10024', 'East'),
('CA-2017-164378', '42931', '42934', 'Second Class', 'MM-18055', '10024', 'East'),
('CA-2017-164378', '42931', '42934', 'Second Class', 'MM-18055', '10024', 'East'),
